      localhos   PRTAB(31DEC16)    1555               05-MAR-2018   21:49:22               Page    1
CALSFEB27   .ELWA  .   1  Disk= 2    SN Table version   2
Title: AIPS UV DATA FILE SOLUTION TABLE
 
Created by      FRING on 05-MAR-2018 13:24:25
Last written by FRING on 05-MAR-2018 15:14:49
Ncol 26  Nrow 2222    Sort cols:
    Table has     8 keyword-value pairs:
   NO_ANT   =           52
   NO_POL   =            2
   NO_IF    =            1
   NO_NODES =            0
   MGMOD    =  1.0000000000000D+00
   APPLIED  =  F
   REVISION =           11
   SNORIGIN =            0
   Table can be written as a FITS ASCII table
 
COL. NO.       1           2          3          4         5        6        7         8        9        10       11       12
     ROW  TIME        TIME INTER  SOURCE ID  ANTENNA   SUBARRAY  FREQ ID  I.FAR.R  NODE NO.  MBDELAY  DISP 1   DDISP 1  REAL1
  NUMBER  D/HMS       D/HMS                                               RAD/M**2           SECONDS  SEC/M**2 S/S/M**2
 
    1872  -0.08916  -8.339E-08  -2.218E-12  16.86     51       0.000    0.000    0.000   0.82879  -0.55956  -1.073E-07   1.475E-11
    1873   0.76104  -1.553E-07  -3.868E-11  16.73     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1874  -0.97379  -1.135E-07   4.174E-11  16.60     51       0.000    0.000    0.000  -0.67642  -0.73652  -1.228E-07   5.098E-11
    1875  -0.88824  -1.096E-07   4.332E-11  16.67     51       0.000    0.000    0.000  -0.94098   0.33847  -5.629E-08   5.085E-11
    1876   0.74267  -9.783E-08   7.818E-12  16.80     51       0.000    0.000    0.000   0.97052   0.24102  -1.019E-07   1.866E-11
    1877  -0.87586  -1.436E-06   6.472E-10  16.57     51       0.000    0.000    0.000   0.99907   0.04302  -1.451E-06   6.455E-10
    1878   0.12325  -9.280E-08   6.513E-12  16.71     51       0.000    0.000    0.000  -0.83060   0.55687  -1.060E-07   2.348E-11
    1879  -0.50462  -1.123E-07   1.769E-11  16.75     51       0.000    0.000    0.000  -0.17943  -0.98377  -1.359E-07   2.387E-11
    1880  -0.96703  -7.927E-08   2.536E-11  16.83     51       0.000    0.000    0.000   0.97804  -0.20844  -1.077E-07   1.250E-11
    1881   0.18919  -1.084E-07   4.533E-12  16.67     51       0.000    0.000    0.000   0.30770  -0.95148  -1.094E-07   1.328E-11
    1882   0.62961  -1.004E-07   1.992E-11  16.80     51       0.000    0.000    0.000  -0.86185  -0.50716  -1.081E-07   2.778E-11
    1883   0.12650  -1.095E-07   3.795E-11  16.08     51       0.000    0.000    0.000   0.77414  -0.63302  -1.144E-07   4.494E-11
    1884   0.69810  -1.061E-07  -3.021E-11  16.81     51       0.000    0.000    0.000  -0.09947   0.99504  -1.069E-07  -2.147E-11
    1885  -0.99729  -1.201E-07   3.996E-12  16.65     51       0.000    0.000    0.000   0.71443   0.69970  -9.610E-08   2.152E-11
    1886  -0.66296  -1.070E-07   3.940E-12  16.81     51       0.000    0.000    0.000  -0.48143   0.87648  -1.136E-07   1.513E-11
    1887  -0.61962  -1.256E-07   1.860E-11  16.74     51       0.000    0.000    0.000  -0.88930   0.45732  -1.295E-07   2.641E-11
    1888   0.87887  -2.034E-07  -4.518E-11  16.84     51       0.000    0.000    0.000  -0.79780  -0.60293  -1.134E-07  -3.104E-11
    1889   0.04062  -9.564E-08   1.763E-11  16.85     51       0.000    0.000    0.000   0.95463   0.29779  -9.248E-08   4.268E-11
    1890   0.20862  -1.220E-07   2.250E-12  16.54     51       0.000    0.000    0.000   0.09563   0.99542  -1.229E-07   1.555E-11
    1891   0.00000   0.000E+00   0.000E+00   7.00     51       0.000    0.000    0.000   1.00000   0.00000   0.000E+00   0.000E+00
    1892   0.98106   1.161E-07   9.335E-13   6.75     51       0.000    0.000    0.000  -0.11916   0.99288   1.200E-07   8.948E-12
    1893  -0.93845  -1.148E-07  -1.297E-11  12.95     51       0.000    0.000    0.000   0.78579   0.61849  -1.258E-07  -8.168E-12
    1894  -0.42338  -1.220E-07   3.111E-11  13.26     51       0.000    0.000    0.000   0.55512  -0.83177  -4.438E-09   4.626E-11
    1895   0.92423  -9.800E-08  -2.146E-11  13.02     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1896  -0.71249  -1.082E-07   2.459E-11  12.92     51       0.000    0.000    0.000   0.01808  -0.99984  -1.122E-07   2.684E-11
    1897   0.19310  -1.088E-07   3.017E-11  13.05     51       0.000    0.000    0.000  -0.47956  -0.87751  -5.929E-08   3.802E-11
    1898   0.42852  -9.413E-08   2.040E-11  13.19     51       0.000    0.000    0.000   0.76078   0.64900  -1.024E-07   2.067E-11
    1899  -0.93387  -1.395E-06   6.405E-10  12.92     51       0.000    0.000    0.000   0.94969   0.31319  -1.421E-06   6.447E-10
    1900  -0.43378  -9.091E-08   2.507E-11  13.11     51       0.000    0.000    0.000  -0.99863   0.05242  -1.028E-07   4.587E-11
    1901   0.13226  -1.090E-07   2.890E-11  13.16     51       0.000    0.000    0.000   0.54435  -0.83886  -1.335E-07   2.929E-11
    1902  -0.44009  -1.227E-07   8.856E-12  13.23     51       0.000    0.000    0.000   0.97664   0.21490  -1.311E-07  -2.764E-12
    1903  -0.13441  -1.029E-07   7.334E-12  13.10     51       0.000    0.000    0.000   0.56222  -0.82699  -1.136E-07   7.617E-12
    1904  -0.47303  -1.014E-07   4.260E-11  13.19     51       0.000    0.000    0.000   0.22823  -0.97361  -1.118E-07   4.867E-11
    1905   0.89398  -1.118E-07   7.559E-12  12.43     51       0.000    0.000    0.000   0.91456   0.40445  -1.239E-07   8.907E-12
    1906  -0.31589  -9.993E-08  -2.910E-11  13.20     51       0.000    0.000    0.000   0.78130   0.62415  -1.064E-07  -2.896E-11
    1907  -0.88979  -9.669E-08   1.146E-11  12.97     51       0.000    0.000    0.000   0.09915   0.99507  -9.425E-08   1.670E-11
    1908  -0.92762  -1.026E-07   2.623E-11  13.19     51       0.000    0.000    0.000  -0.87459   0.48486  -1.118E-07   2.590E-11
    1909   0.30354  -1.277E-07   3.874E-11  13.14     51       0.000    0.000    0.000  -0.87734  -0.47987  -1.298E-07   4.226E-11
    1910   0.36816  -7.050E-08  -1.761E-13  13.24     51       0.000    0.000    0.000  -0.89294  -0.45018  -1.096E-07  -1.247E-12
    1911  -0.02358  -1.050E-07   5.763E-11  13.25     51       0.000    0.000    0.000  -0.10778   0.99417  -1.157E-07   7.054E-11
    1912   0.13410  -1.189E-07  -1.126E-11  12.87     51       0.000    0.000    0.000  -0.16142   0.98689  -1.266E-07  -6.244E-12
    1913   0.00000   0.000E+00   0.000E+00   7.00     51       0.000    0.000    0.000   1.00000   0.00000   0.000E+00   0.000E+00
    1914      INDE        INDE        INDE   0.00     51       0.000    0.000    0.000  -0.40961   0.91226   1.192E-07   1.199E-11
    1915  -0.32164  -1.128E-07  -2.334E-11  10.11     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1916  -0.99537  -1.421E-07   9.413E-12  10.30     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1917   0.38159  -9.857E-08  -2.977E-11  10.13     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1918  -0.61815  -1.096E-07   9.329E-13  10.05     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1919   0.35115  -1.089E-07  -7.934E-12  10.14     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1920   0.44397  -9.452E-08  -1.725E-11  10.26     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1921  -0.94359  -1.356E-06   6.288E-10  10.05     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1922  -0.84606  -9.297E-08   3.985E-12  10.18     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1923   0.18590  -1.080E-07  -1.308E-11  10.25     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1924  -0.88022  -9.525E-08   2.813E-11  10.26     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
      localhos   PRTAB(31DEC16)    1555               05-MAR-2018   21:49:22               Page   77
     ROW  IMAG1     DELAY 1     RATE 1      WEIGH  REFANT 1  MBDELAY  DISP 2   DDISP 2  REAL2     IMAG2     DELAY 2     RATE 2
  NUMBER            SECONDS     SEC/SEC                      SECONDS  SEC/M**2 S/S/M**2                     SECONDS     SEC/SEC
 
    1925   0.37794  -1.044E-07  -2.580E-11  10.15     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1926  -0.80128  -1.020E-07   7.559E-12  10.24     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1927   0.58803  -1.090E-07  -1.347E-11   9.87     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1928  -0.69657  -9.765E-08  -3.969E-13  10.25     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1929  -0.98781  -1.013E-07  -2.663E-11  10.06     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1930  -0.99542  -1.051E-07  -1.254E-12  10.24     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1931   0.77741  -1.276E-07   6.375E-12  10.20     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1932   0.46358  -8.354E-08  -1.963E-11  10.29     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1933   0.99996  -1.136E-07   2.899E-11  10.29     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1934   0.91700  -1.153E-07  -2.806E-11  10.07     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1935   0.00000   0.000E+00   0.000E+00   7.00     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1936      INDE        INDE        INDE   0.00     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1937   0.09854  -1.055E-07   4.597E-12  15.65     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1938  -0.98280  -1.002E-07   7.022E-12  15.98     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1939  -0.29641  -9.603E-08  -4.264E-12  15.79     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1940  -0.48684  -1.057E-07   2.071E-11  15.83     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1941   0.13433  -1.039E-07   1.247E-11  15.77     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1942   0.89361  -9.182E-08  -2.025E-12  15.92     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1943  -0.39633  -1.312E-06   6.473E-10  15.69     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1944  -0.86977  -9.320E-08   9.267E-12  15.79     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1945  -0.29188  -1.049E-07   2.693E-12  15.91     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1946  -0.62963  -8.149E-08   2.458E-11  15.96     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1947   0.95555  -9.932E-08  -7.843E-12  15.86     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1948  -0.78609  -9.774E-08   1.870E-11  15.90     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1949   0.51082  -1.039E-07   2.116E-11  15.42     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1950  -0.84550  -9.474E-08  -3.017E-12  15.92     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1951  -0.59194  -9.210E-08  -1.208E-11  15.73     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1952  -0.99999  -1.007E-07   1.146E-11  15.90     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1953   0.84033  -1.246E-07   2.270E-11  15.86     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1954  -0.35878  -6.434E-08  -2.269E-11  15.94     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1955   0.71472  -2.058E-07   4.339E-11  15.98     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1956   0.98971  -1.099E-07   1.082E-11  15.68     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1957   0.00000   0.000E+00   0.000E+00   7.00     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1958      INDE        INDE        INDE   0.00     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1959   0.91524  -1.074E-07  -2.301E-11  11.15     51       0.000    0.000    0.000  -0.84865  -0.52895  -1.202E-07  -1.978E-11
    1960  -0.97999  -1.010E-07   1.932E-12  11.25     51       0.000    0.000    0.000   0.96268   0.27063  -1.113E-07  -4.210E-12
    1961  -0.98862  -1.001E-07  -1.761E-11  11.21     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1962   0.28952  -1.133E-07  -3.223E-12  11.18     51       0.000    0.000    0.000   0.90872  -0.41740  -1.223E-07   1.014E-11
    1963   0.53854  -1.132E-07  -1.355E-11  11.18     51       0.000    0.000    0.000   0.94691   0.32149  -6.947E-08  -6.641E-12
    1964   0.93205  -9.462E-08  -8.992E-12  11.21     51       0.000    0.000    0.000   0.98616  -0.16579  -9.848E-08  -5.360E-12
    1965  -0.37824  -9.172E-07   6.378E-10  11.14     51       0.000    0.000    0.000   0.28192  -0.95944  -9.392E-07   6.123E-10
    1966  -0.59794  -9.357E-08  -4.403E-12  11.20     51       0.000    0.000    0.000  -0.64685  -0.76262  -6.614E-07  -2.107E-10
    1967  -0.45010  -1.126E-07  -2.912E-12  11.23     51       0.000    0.000    0.000  -0.15936  -0.98722  -1.342E-07  -4.854E-12
    1968  -0.99424  -6.041E-08  -2.131E-11  11.21     51       0.000    0.000    0.000   0.97829   0.20722  -1.210E-07   3.052E-11
    1969   0.78168  -1.076E-07  -1.322E-11  11.19     51       0.000    0.000    0.000  -0.41046  -0.91188  -1.113E-07  -1.095E-11
    1970   0.95873  -1.105E-07  -1.885E-11  11.19     51       0.000    0.000    0.000  -0.99864   0.05215  -1.174E-07  -2.259E-11
    1971   0.73260  -1.119E-07  -1.831E-11  11.06     51       0.000    0.000    0.000   0.34324   0.93925  -1.066E-07  -2.448E-11
    1972  -0.95111  -9.670E-08  -3.690E-11  11.21     51       0.000    0.000    0.000   0.61176  -0.79104  -1.037E-07  -3.601E-11
    1973   0.88520  -1.007E-07  -2.319E-11  11.19     51       0.000    0.000    0.000  -0.22975  -0.97325  -8.756E-08  -1.275E-11
    1974  -0.99983  -1.081E-07  -5.144E-12  11.17     51       0.000    0.000    0.000  -0.99916   0.04091  -1.220E-07  -4.497E-12
    1975  -0.97611  -1.348E-07  -2.688E-11  11.19     51       0.000    0.000    0.000  -0.43186   0.90194  -1.408E-07  -2.160E-11
    1976   0.59795  -1.420E-07  -2.632E-11  11.24     51       0.000    0.000    0.000  -0.23059  -0.97305  -1.056E-07  -4.490E-11
    1977   0.97872  -1.419E-07   1.988E-11  11.25     51       0.000    0.000    0.000   0.51155   0.85925  -9.553E-08   3.090E-11
    1978   0.97743  -1.161E-07  -1.114E-11  11.21     51       0.000    0.000    0.000   0.83066   0.55678  -1.306E-07  -1.611E-11
    1979   0.00000   0.000E+00   0.000E+00   7.00     51       0.000    0.000    0.000   1.00000   0.00000   0.000E+00   0.000E+00
      localhos   PRTAB(31DEC16)    1555               05-MAR-2018   21:49:22               Page   78
     ROW  IMAG1     DELAY 1     RATE 1      WEIGH  REFANT 1  MBDELAY  DISP 2   DDISP 2  REAL2     IMAG2     DELAY 2     RATE 2
  NUMBER            SECONDS     SEC/SEC                      SECONDS  SEC/M**2 S/S/M**2                     SECONDS     SEC/SEC
 
    1980      INDE        INDE        INDE   0.00     51       0.000    0.000    0.000  -0.99078  -0.13550   1.258E-07  -6.960E-12
    1981   0.78438  -1.086E-07  -7.092E-12  11.31     51       0.000    0.000    0.000  -0.98097  -0.19418  -1.172E-07  -1.825E-11
    1982  -0.98041  -1.262E-07   2.320E-13  11.41     51       0.000    0.000    0.000   0.63427   0.77311  -8.544E-08   2.379E-11
    1983  -0.84270  -9.703E-08  -4.798E-12  11.36     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1984   0.55616  -1.113E-07   1.100E-11  11.35     51       0.000    0.000    0.000   0.99301  -0.11799  -1.213E-07  -9.330E-12
    1985   0.53237  -1.156E-07   4.196E-12  11.34     51       0.000    0.000    0.000   0.97172   0.23614  -6.420E-08  -2.136E-12
    1986   0.99308  -7.912E-08  -8.525E-12  11.40     51       0.000    0.000    0.000   0.92157  -0.38822  -9.694E-08  -2.059E-11
    1987  -0.25998  -8.787E-07   6.617E-10  11.28     51       0.000    0.000    0.000  -0.09332  -0.99564  -8.943E-07   6.753E-10
    1988  -0.68249  -9.065E-08   3.391E-12  11.33     51       0.000    0.000    0.000  -0.99337  -0.11494  -9.431E-08   5.209E-12
    1989  -0.50850  -1.054E-07   7.275E-12  11.40     51       0.000    0.000    0.000  -0.00487  -0.99999  -1.338E-07   4.972E-12
    1990   0.04317  -1.232E-07   1.763E-11  11.40     51       0.000    0.000    0.000  -0.97043   0.24139  -4.622E-07   1.124E-10
    1991   0.90719  -1.064E-07  -5.185E-12  11.35     51       0.000    0.000    0.000  -0.60537  -0.79594  -1.072E-07  -1.297E-11
